source,target,weight
1016091678404066,1132303156797035,3
253939621660367,1075772515785537,1
1031260486920020,10203902281892446,6
946788342002914,1106907382658156,1
713140582067916,10153661102709074,2
991551264203643,558677157599550,4
389203664563422,934939533222785,1
260040284439210,722282854556101,5
736628393068784,867167196644320,3
10203882466289678,986543034693212,4
1856953557917794,1067797093236184,2
10203090544098988,10202219738007122,1
10204282456958518,843812015629146,3
837533072935646,797748773674526,1
715736015115740,10204556557094049,3
10201038652607105,956090344404096,7
1245255725489584,10205488943167100,2
10205528832685479,10152846339116327,1
10203621009980523,10201696793932883,3
810688722362546,1042073872471386,2
10201188844402335,669070719808690,1
1024908774187762,859906834033490,2
10203088070949858,924439374233554,1
659929074073307,10202305060456637,1
755893011137116,1024219664275949,4
648426101934633,241965442834288,2
10152353718357967,10206536132860995,2
589031571243118,10203522494373563,1
241063106252276,869055829807264,1
611399182288428,10201746124013292,1
10206023389772410,892710564086711,1
1064004670339316,10152820352675340,3
10152647064117809,825914297459192,2
10152826763913636,10152610021309007,1
10206920516722232,10207277155477131,1
1034644136565582,10205816918675524,1
721813314535790,10203735266359042,4
176291399383880,865598126885465,1
1191984434173242,931129220234280,2
674990975901767,142703479459410,1
579692582159580,393598467649493,1
10204634918170750,10153072346303934,2
873293576088605,415059812013862,1
816180598462694,604193026370832,1
901253156554871,821054374602829,3
1016993191659815,861850593875673,5
743823689002693,313720565454884,1
1135905356420733,907017479349817,5
1142922519055331,712937608813206,1
146858959051938,1733586806864957,1
750108341697946,278653769159452,1
734833266645967,10203466689445625,3
10204327095040546,10203708407017414,1
668013743320482,847889031954784,1
10154170816440442,10202415349647881,1
1513413365565958,1060409310639584,1
10152863792166605,887784417952723,1
1018404928173784,1255133901170388,1
908128229219818,1041462052608650,2
198261553839619,531243997017453,3
10204166110416620,611237098971942,1
810156665729512,10206462883276996,6
922394724439009,647537612002346,1
236006960096763,1733651660257653,22
858608420856151,1050061088362125,3
10203072028585504,1297841103578611,2
860388577305040,1669660666698154,2
793491214051541,896077870472166,1
195625097566929,819912358069242,1
10203608799956279,1040492722631223,1
791589127568687,10203642202710337,2
1080113425345760,957998807573595,1
884463884937456,844810205582811,1
857880824229306,776083079106199,1
1608666379380374,1703749153183320,4
625443010901156,10203802494215843,1
10202721259419662,10202806713075553,1
679698752087615,1139109972812926,3
801685659890371,942798822429071,1
1547633868826707,10203786616932152,4
449462958537056,784262341702320,1
839032226122021,981051715241137,2
825646590812420,4677247185065,1
339408919746537,473640882778393,1
1447690675557645,970496329643859,1
565037560298073,4713896902284,1
785101724905882,781423711907156,1
853811687983839,953557021339238,2
670701323006404,792300114158409,1
896847173659624,958512157506163,1
686934731388734,847462625304465,1
1515712578685182,173385172993795,3
783492658387585,723931087675216,2
10152424619907912,10205561611186379,3
649971141760430,469646516507891,1
427847210721980,820886201273581,1
10205041026887700,835532006540652,2
680781628653214,94168424155,1
1188738411158323,1235423053158005,1
692208150844433,10202745437497908,1
790529017697395,1034914043282536,6
10204919592772266,1140147086000549,1
10152691331644731,1277864832223899,4
10201423160659331,818679228152643,2
200468173618322,1551233098499382,1
10204898512214774,10205384080139780,1
920795621267151,1321835801177107,10
846639188706422,1509010039127634,3
10202204198442565,10154465608760049,2
344227732615812,896077870472166,2
10204671544611191,879689365387072,2
545760678880245,568923529890069,7
306202836240971,405576216294075,1
768588053258935,1112229748838868,2
820109181351436,488900584579735,1
1576610432582825,447216612103643,1
765589256854110,911540878864065,1
10200676467790539,321622384851278,1
1509439106040003,750246778371006,1
702787176426299,10203028752394026,2
756100431106527,10202157740730597,1
876688755718631,1067908043238502,2
938416359506770,635976376458311,2
948988475146573,1578847139004198,1
1080756891940172,997806483615524,1
1672001083053532,839914832744937,1
972775746086710,834621396631568,1
761528933878872,761528933878872,1
823903854332925,800637329955818,8
705622902817457,676552892393766,2
10203497264764872,895227813822206,1
1063421163687066,204169300006509,1
665089076958344,210825875933970,2
286087058246959,10202905495828505,1
415899061930398,980319575337003,1
820603077973198,876880989015415,1
881084251913509,746607028720179,1
983664698329699,833366166700129,1
630529690437272,498604463658872,1
649384128499660,10205263247850792,2
10205352999731437,10203642642760274,1
10203517952331708,1619581438295381,1
10202780265530915,10204799343457549,2
999806913412775,566328446834534,1
1008781235804663,10204571189577034,11
1142199255809367,1010449935692532,1
4392785755432,900305956646423,1
10203902088544732,792317470846557,2
1012099022149475,365118250331656,1
307136679445084,423647407803206,1
717959574939786,234464413421479,1
704002146379731,10201888945659706,2
762566530485318,579754288836635,1
10203507722150538,10152798690667119,3
10205078236819069,10205765072877772,2
810123989051866,979702742062333,1
740387182714041,10203565823041999,3
10202607773274348,283220421852045,2
775591349191952,736534543052895,1
895866907114665,184865618543467,2
861254033930038,230754557385411,1
252655801802304,10153141901513156,1
1415307775162217,10205229407472487,4
938183722862920,728526927191755,4
868366709906406,678888862187541,21
834898686524191,638777899544832,2
361302437383383,1572248316406861,2
108076542891148,10204640694289668,1
10207798796231575,10203338015684989,1
10152259556568432,10203673405139473,7
10204043109867966,837155796303869,1
544174725695047,652371344818776,1
816133958414947,666533266840735,5
1449702232025584,593652614101971,2
10201697304912747,10201215437382592,1
148168852262783,10203617171365942,2
10203681006500096,10203483744006465,1
823407691035840,1179474688750990,1
1007113829401804,605673369552836,2
10204166147627152,10206734296732555,1
902556849757883,10205078236819069,1
863987133624521,436797073155622,2
10206108592388273,10201199427625422,2
1241195949311478,1143631825663920,1
1417110605283236,1136976272998259,3
509239755908399,947909805249856,2
1017244678365332,888654107858717,5
829992343741276,10203783335730277,4
752828761442946,10203946419927458,1
775971362451614,865523836827053,1
10205574583993853,1111723582177403,1
816407855118898,1680010758957615,15
656382121083074,10152378409912584,1
1004517909560452,10203705993963505,1
1307892255953794,1053043138056915,4
944631352232115,10201817405195180,1
1047346775316190,10203097310218597,2
852622861431531,10203944167020008,1
10202806967869531,10204675699601145,1
899652456736420,665229766943756,2
484771381700043,851247474902532,3
861345570558849,874937549205227,2
971063232944082,309042969280023,5
1596486317245931,10203714735924029,1
769830336388548,823249907739580,1
10203832101075855,1075945962424978,7
783520225029740,901375199951753,14
10202329326612240,10202224999061224,7
434921939988957,931233626886993,1
1621111448131583,733250150084323,2
815908681804374,10204135608525815,1
913288845355322,621268271337420,5
4291974435672,10204330698701887,1
569059446536238,545447838922807,1
802841356497958,1822618221296351,2
834829823234792,427271930758219,2
989444404403153,865218800156293,1
1536591806631860,1471798689539034,2
810688722362546,623814461067080,1
794150303993732,680263052065282,2
884007128278248,10202518886555985,1
10204680505924310,1665946250325638,2
10201742534639845,10205185447698037,1
1353750624640823,10204203432223089,2
902464039786736,902464039786736,3
10201935951880744,10201935951880744,1
142703479459410,809220312462321,1
732937180108487,1645975352085960,2
328102937350052,540797869359499,1
10201845236947587,1673924276227691,1
796640240440352,1544384455778143,1
722572321121828,1023860400965472,10
302884599908600,778725785507757,1
510378559099812,10203905596425482,2
1433911696929512,1668124500073066,1
10201423160659331,10203807921498163,1
10203907571803421,10205105597628827,2
10202082635826089,1665946250325638,4
726274587421519,922534861090583,1
740524572687444,647192225335019,3
10201546149495374,914231431920554,1
973085752716928,10202692206928813,2
10152476854403646,676134042524963,1
798976343477862,907856189238747,3
829395237116929,10152883219160666,2
10202265723549372,10154054707910103,3
948094481870580,859289897418262,1
743151439067429,1202940839746551,3
988257547895981,4563243414786,1
853442928060686,1010337218982254,1
396384257153361,1618616015040858,1
952077484823973,691945257581880,8
1532589250338873,1157708704241413,1
10203437083064138,10209510348548606,1
693629290747919,764309206922683,1
840986552590667,535100843312459,1
831570806880967,1062149113846004,1
10202498271237406,847137318653721,1
1639333493058836,766833766743177,1
10205147061261871,10152068432097285,1
1640934856138731,1017670278273678,2
10201956552554997,987587137976085,1
468610926612612,1015203395235489,1
978793035526704,849829368362593,1
1289675647728372,1468206366820788,1
712942405444438,1121969344533643,2
878285652258440,827324787301388,1
864158096972369,720057748101668,3
858514494168319,10203087388051576,2
897464790281779,679933338755975,1
10203268914478698,808713419217839,1
810070999051571,321227278078946,1
464685220351577,1514639295511977,1
798136916920322,509184082597919,1
1580221852260417,491416394344233,1
1465419847096065,277369099324460,5
355773511269129,10152154679961671,1
811203562223196,641501959267344,1
920496291301555,923201521037588,1
339921723045584,705370636182733,2
926810887369850,1018404928173784,1
417558425061244,1340385576043743,1
237592123245503,704012792986150,1
10203344549833201,10205230185664427,2
10203357969846747,4616479107453,2
10201623968360866,714970298574912,4
1018231108203115,849243191794798,1
622093444587180,859356974163083,1
801499416563554,171566496521089,3
406533696171749,898321606887480,5
1622474614691163,10204169312646098,23
383428201822605,979564998739148,2
377550832599192,1559623157650644,2
1176067322408727,1176067322408727,4
1510923119188969,701090769948620,1
977271398991820,10204785744511100,1
1510362342566427,465632916918762,3
931649353516053,874182799301952,1
10203310963312198,761927983832453,2
1123492467660765,511270622341524,1
916001031794795,10205021416072835,1
664128493673562,396612530489048,1
1125880207440137,915044155201120,4
467007853441914,1093062084055268,1
10202170739538485,962964677056402,1
10203507722150538,562462590526894,1
1402954723327805,661773123871145,5
1662928327266640,180989152237271,2
865539770163446,704012792986150,1
599938130132852,729303447191266,2
1074613569221928,486673031524915,1
521502838007103,322986341384353,1
10204612061732594,1023924184319341,1
925956097460072,1465990703634785,1
10153282708437619,529267243840933,2
789197181090909,10152445354107367,2
1746403748914588,296381130703594,1
886234951388762,897494290263541,3
996600643688741,10202100048974018,2
10201940205938892,10152337725328903,2
815573765128625,830243313699499,2
763289880384427,10202884037608292,4
804504299599765,862136947132875,2
991531117608701,831325940251459,1
1499709066958952,1555694474642543,1
959583727402872,278653769159452,1
658829747499659,10204718730728684,5
10204459555065942,10204129019763036,1
817512261606912,10201862031822433,1
876688755718631,10206836451048135,3
10154133357540455,162982354067850,2
10202539391904825,1603745836516266,7
683230065092177,501491970032717,2
703036313111869,754979957896448,1
955616287801329,931714826858382,1
834417786638248,776562335702302,1
954394804586109,4870353893531,15
10200435900895656,806053542806721,1
704479109590930,10201791757554077,3
1524460157766932,455418077932564,6
868257433219558,1372657079425568,2
1567713456781549,10205915984691029,1
942237605821183,10202607456062222,1
874638975906344,876024959091498,2
1425352024449464,10203006673665551,1
10204060210457615,851141854903510,1
1577130222500272,345938609134420,1
890199801008614,10206049353620863,3
499916873443887,542412549192237,1
1619390521623259,834833103290400,2
176902926104198,287127175015568,1
607910592645124,1032508390127357,1
781887801881962,1592685267638178,5
10203832957654183,10208133388955505,1
741025665984234,309723312485529,6
10153282626269493,1226955660682229,2
783003571717527,10152392576788017,1
10205405963850149,800975093344034,1
909423839081321,921073734596098,3
10205793575069405,1121389784555473,6
10206201716907736,929152947109135,1
434706610014446,1033067276705246,1
397139893760499,796659187088120,1
956606451016957,10203898406454241,3
934157643277961,950234914991857,3
688111774599701,761760857221737,2
10203143719006883,1381427585518743,6
1663944903857506,790826780956010,4
1088708001153809,937768386245118,22
1460577454194082,1477328715862163,7
1038306999532160,10201956010056722,1
718493581612108,660663710742491,1
489433321232031,362799063890895,3
1683250815256264,920576554741997,2
952077484823973,475959465895446,6
720057748101668,764566360273477,2
1101394803258227,10203167993910748,5
763774620365411,880196875374593,1
401703633551101,10208829060659680,1
1028439930523840,1028177663877016,1
1456242211363513,742283399225237,1
1575200942711331,10204183663143034,1
1011458015531144,332397813840300,1
1007953005903039,10202104854341210,1
794419567311336,10204781915969943,2
10202098104733861,309472075872556,2
780523155388180,759319270849407,2
776136465769925,10202319139674942,1
10205830246625388,10203422287819086,3
10202816209637939,1045493912128707,2
1448046328751221,916853971660407,1
4103591283381,10203762833936076,4
1091587467522365,10205955161510651,1
1031879640165144,891533944274486,2
10206191347441920,1161750110509029,1
716993688408284,210292536094975,5
1056059361072894,739711536193808,1
10203399457248951,10205392100416606,1
838075199591083,906468899420455,3
942601945883061,256779168088371,3
848582955156871,2006145262949919,3
551857698265739,587488414702855,1
761077533926785,10203485204082184,2
672450452832370,727110690675782,1
10203798105782734,10202660416089399,2
673017819412388,122213268204859,1
10205208959201354,921781484551714,2
10204369005571358,787597024624774,4
808883629168822,740331672779006,2
266779153493811,879353955416731,2
10206856963677730,329351823904718,2
10206870327699686,10202252908099570,2
10203281352207855,10204592989096050,1
928183297222731,995104183844452,1
1017244678365332,4995025650741,1
10203584259675390,956555654360946,2
10202571580959384,610765982375088,1
838127599578912,861518840526383,5
732992663403436,827238664013225,5
309948932520602,1485774105031722,1
10203742552577525,10153458527454922,1
10206197454403168,833440990004181,1
10152316884227643,10202733114153359,2
528471280590723,596790223803186,4
1231571800193530,1353581087988009,1
708919485822624,10204832561315334,1
10206423231240524,483978371767878,2
10203423759347444,566728180102621,1
1065620760121794,949033055125449,1
891679834178437,765203956902517,1
10201453175044116,490184591123971,1
10203070361504420,1034673073225431,2
909241209098975,964613940223096,1
400355500354337,732414170235541,1
716204615109400,10202903781509947,4
10152374912747961,1520105178251033,1
10202073025971815,754714731235299,2
4599348238646,1630689647144305,3
756100431106527,10203478721836002,1
429745723845801,306568002832927,2
681681831916313,10206314190002434,1
396400873854120,889997507721123,1
558275794311651,871468102865434,2
914073591955037,10205526193662483,1
763326290425328,10206663691454253,1
1827707690815049,831325940251459,1
908898865847807,684371945038612,3
1451017648547643,861745967251241,1
846733072025439,10205423269008172,2
10202072165587806,768864436493928,1
10201099872018223,1604073209821566,1
695021703908766,747649598648208,1
10204387580441164,749321491781607,2
10204276487577991,895986623747605,4
304744416374076,262947273893874,1
719715491411100,755123151211924,3
865272243523902,1043761802314872,1
758478970859243,865586216785547,1
786678398050575,748339248579255,2
779439452073703,154403731624482,2
1019841571381995,10204550001543812,1
1681895402038714,1552861968332567,2
10152438469057643,10206099467786750,2
1536366326616984,498754513596075,1
155001618176869,1377667908917346,1
10205547903270046,10205788003912696,1
786899808046717,1003338139685207,2
1111411315537293,10203963084112424,4
981160835325756,870953079648978,3
794975380525617,843524165669689,3
10203518386027676,884541734896663,1
10204132749069686,949692595057383,3
10202498134628286,853955594620995,1
874684042581845,882553791810965,1
1004431822908640,1634621380122800,4
761927983832453,849240561807387,1
931969346820374,684371945038612,1
739662839446002,1410862912567356,1
905788199441234,10203197536058270,3
10203040262959151,811105888919428,1
908732312554948,862929557160399,4
1168269956560282,199838107079939,2
938416359506770,911154708896339,1
1328999977130013,1511671339105289,1
348292098661237,10200195772894118,6
1010751075617645,937549609659363,4
1326242914072230,792640330779003,1
699009763482327,747585148644200,1
965956960134823,1421433941452882,1
10203091702594663,10152294455292514,1
1225901547492005,926478857402776,1
10202314757065432,10203507722150538,3
10201410064092065,610565729055191,3
252783765096944,755855027783602,22
963990720289102,1182879868491363,1
1590534184514306,384753418375045,4
952965958051979,10204583700015334,1
10202716436497628,10202337305210451,3
4378900808618,796076300424108,2
748729305174032,974587352626165,1
759948354072910,796964920335998,1
950776808271293,567042423406549,1
752377228142437,10202644177339906,1
438094506338102,812415085532052,6
1745799092310694,138453689865464,1
10200165279529983,10203169264490611,3
10201793261343070,10205823456038006,8
10202534809522396,10152526844899538,1
820746357948897,569239499842917,2
843593182340654,10205197166283151,1
852373408110535,1081714931845866,1
10203147356618983,728551603864744,1
10203447595509248,10204139929731726,1
900946836596191,483845808419993,2
911870122234165,1308042552579865,1
758824590845239,792009137593700,3
838078992910774,1556785531252620,8
685940878127835,862815093730986,1
775010165843738,10204927384778845,2
1535623920014290,364845270523901,1
681662258593904,922491367850241,1
321936311348554,10204408080152637,1
869292906470295,10205951744097972,1
864063243660044,532913253476616,1
722204147893784,583191785188738,1
10201235381405933,836021193135139,1
939119159435283,713961481972420,2
1080756891940172,4108069676376,1
919172924763880,10204609061639418,1
1024625404216816,796381457040712,1
10203019414380159,886234951388762,3
785194511594941,1065203463507499,2
10204331977049560,10200464899143030,1
10200570460699743,1100362126659754,4
838497046163350,907213366002119,1
858281654221911,1123768770976834,12
764120833704707,715230701929228,4
1488417401185262,1668659000027088,1
10203414610828544,10207754458038121,3
549700331824217,825270624226392,1
1164732273640900,668637536587327,6
10203447595509248,828781987212013,1
10205830246625388,10201968804286575,1
10201940556986604,1169986626361477,5
136882740174777,1435776163127501,2
523767621098911,1058361427526306,1
1258285434243277,989647704487531,1
1604308796539304,1521794664720959,8
1683593141926396,736534103080470,2
1051389854884217,913909061982059,5
10204181497076179,10202961449308861,1
1553913408228067,354189048079189,1
955864597786402,10153035731510669,2
266736563682316,845769822116258,14
1207079806009362,834531943339429,1
702054259842717,10202898959147713,14
225202264619509,262107480911082,4
10154450311465596,10152229065904842,1
1517862038445271,1551567225071041,1
1090274031029001,810385745693712,2
10203546074683156,862973680412953,1
1002042579821365,1040848432601189,1
593235347438454,10204149799219963,1
10153324336392720,913381732029082,7
404329176396052,10204554674856720,5
725938530829497,854805471236967,1
710163239037383,10203311266530754,2
10201791017776970,10154097294353647,1
525648990923667,781426715251605,1
939537652763566,990571204329687,1
845564722176804,10202131013341275,1
134689263552529,1442606069367088,1
10202964654016319,10203623085838141,4
10203649106734049,808719742471843,1
900699933274877,762567323805612,1
967609313284381,10207703209966232,1
10152509768162762,10205169011570515,1
900955209918598,662808590529731,1
865985350110537,1153110498047929,1
800984719926475,10202658583838428,1
830891536973994,735989923141859,2
1143556615709025,1353750624640823,6
10202012414823132,748036891884949,1
125578217777249,1515844198702431,1
1038690912809464,10203772594710354,1
10152415087936339,10155358179470467,1
291213751038970,278653769159452,1
799701450080996,1123492467660765,1
519302688264372,1103464609721509,1
658115707653464,939384252753042,1
699372576786623,10153555883409245,1
10208019268632320,817244044965848,3
228313324198584,140058726347555,1
731390753616829,10200911764316768,1
1466594876983200,657508857631870,1
985313681494801,1113862265293468,1
10203125314236564,618996851508764,1
10201896279443330,1136131593079991,1
1024085357644016,10203711843461867,1
908990902454496,875948742435573,2
439329782919192,1648530332100286,2
10204231730500397,735585363181105,1
1713398372210103,1574230126233557,1
876862065672780,10204203517994772,1
833440990004181,10205152007215184,1
941201319309357,308487122609108,2
1708552799362696,792808610882554,1
1094619980568159,10201353950210314,1
370919603063826,550674785102628,4
505016976317762,957897190974017,1
1047449981931954,789649221105197,2
10203055961589830,712537088840150,1
196424724108838,10152915596742436,1
10206056697603427,709538005781253,1
167362350423494,10204166147627152,1
724436174246560,1673561712897655,1
172872859772392,831924100187471,2
715231895197062,790680327644562,3
10204878305266623,1118563441591601,1
314872885371769,1209959845700395,1
796123543828255,10200922207254351,1
744093665670821,563914877073305,1
692080624179819,871858196186076,2
687716337990164,383428201822605,5
1773484839561578,508850029252677,1
10154851032130156,414236068734722,1
10204535818902913,10202493685333146,5
350925755073183,10154450311465596,1
657140491088932,10205194843975534,1
908218065873937,10203665996641706,3
872236152844130,10202044906143985,1
10152025509657927,307225642782977,3
139582733114268,1611812025700355,1
10206088676365522,587886061375161,3
898043233576823,1054502884628614,1
1632831746965415,858969770824274,1
905981546080481,686271118099591,3
681829641887231,843812015629146,2
785091744954344,915537471846355,1
737230743034068,1585018668445941,1
1002458976431335,889025847778938,1
475564595912373,318756454939648,7
303274543162729,245942729191649,3
799294676780099,10202967527813462,1
979175718791179,907856189238747,1
883454858352939,835399203175884,2
719023498192687,10153535171391823,1
914469655246295,10204359662982792,3
1573914969508890,360086187473439,9
863290913753894,817818531585312,1
968192683257609,743219325766730,1
1224358454259546,1272645402747663,1
1497622227120594,427740927425312,1
875461995819923,1567713456781549,1
789090327837157,10152351154588127,1
10202016414239860,843524165669689,2
1075729162450022,1051389854884217,2
954720811233700,179442222526508,6
10202281526832805,10203739437557607,2
10207408836807963,721233744630547,2
4499623665621,1010907765592849,1
632349636873886,512692888865949,2
117090415368518,407815669376479,12
10200992789140391,10203665996641706,1
1037272766354066,278553465879949,1
10202287421455908,10204417041420076,1
903539209656087,683731208435710,3
271205833269539,745598595515913,6
10152536528455186,10206654685664910,6
10204731287786293,1701563850067939,1
1532659003612163,1480551692229186,1
152641611743734,10152345979444841,3
837081099677652,728510707241486,1
740429619339361,2009110325980697,1
1216502768365271,304243939731991,6
1801811966718321,673701926098801,3
1345595525529643,189732101411077,1
1254521414563128,923829920994519,2
739711536193808,417992351703859,12
10200778327900162,895891167088403,3
293610664422708,1128877033829674,3
815795871800765,854181434652523,1
662927940470040,1488662381421376,1
732149310213091,10152835332157310,3
813460975369130,1024908774187762,2
10205794664818828,10205981671636482,2
10204332420303201,10203112246158997,1
618958901521082,647087132114088,1
120392481760705,160872897607511,15
10205584482433655,4679197315289,1
981463995202798,1202847219743767,3
929551210439646,10204216675644768,2
1146749715344156,989608331062218,3
837386789653434,698533806886953,1
10205944841327068,10204242265276278,11
889025847778938,10202456229990790,1
148197665640189,1745060512476356,1
849992315071471,881927815179009,1
848216918563250,1013428925376627,23
187289028382901,156742698076053,2
952763094752751,990186924405783,1
1631435913758314,10205354642610767,5
413154808854077,730775133665248,6
903379493042564,798569880190941,2
826464790715032,881579305226907,2
286087058246959,1493787810909845,2
10153216407343989,10205298612368356,2
821136367942960,10203387265002868,2
10205534063336932,10153054366350990,1
311299392357403,447755455386500,2
905278772853185,186427975051977,1
785280911531976,10152543138314026,1
538230416358713,724448177599161,2
309353795902460,898888646835940,4
10202582608118757,10204087395166007,2
707222499410064,1693688897585565,1
324370601076103,10152444031713411,1
10203782951918172,834774259866446,1
10152979559993054,10203785559391939,1
952294531465984,806873952680872,3
494450560695826,1554449334845945,2
705370636182733,1288540971160495,5
655150141246898,1084968574846713,1
612025335594673,809460355754149,1
897706196908163,853605908015161,1
515027048639002,154842211619841,1
980891318594062,10204784480513079,1
586958804782860,758293147620134,2
1225961290752542,1816863975236654,3
742843502439166,10202940892548966,1
1095539477140556,1578312975785895,1
738941699544124,318756454939648,2
808410002585851,789649221105197,3
779249212142020,10209846546660412,1
179738469118444,1181310735233829,1
1413345395641232,344246579245998,2
647261482032286,952663121464281,1
611494732252936,875522885875529,5
10204480640477106,10206122582527922,6
739101646112765,10206075067530985,7
1643399382573463,10206227628389005,3
815963331796667,640100299437554,1
1416014285383796,1380780205580690,1
512709655533020,467264780065429,1
1050132145003201,640540692661444,2
739838459381176,10204154909259240,1
829596803765428,864142383614533,2
741466122594954,1134893793208521,1
1049692731726827,1001094329914875,3
10203610526090531,10206002002666880,1
956199077806521,927490620630819,1
931435520212315,10203893791778741,1
10201163807337544,1051677708236281,1
1453021158361852,163087054028932,1
363287210506362,717009715077175,1
838547616263802,10203946578444707,2
700851280055421,764651743554106,1
660080697363253,760482430667389,1
651996621563332,10202720677804888,2
1581825775468589,10202734869305540,2
1638245396424405,192177581143285,1
817352858372329,674206462651157,1
1452773038337697,455709804639570,1
10204050559644423,1637633539800786,1
734851893232784,10204369129175962,1
742364815803259,163453520657392,2
10152373831909841,867415046656683,2
370919603063826,10204772549406506,1
10207326653471013,667562926723588,1
10202567315372955,1197391716955881,1
1054807317888094,10211855377649986,2
454225144727527,10203212129384129,2
672450452832370,921797101186113,3
10207375624767298,836256329726417,1
744397675580367,10204375786509067,4
748749381822939,790483721041924,1
878929422170552,446449612183236,1
390397671111715,681116092004146,1
913000688767660,936225963094981,2
941673235862332,1042851195732652,13
1048240518591706,987126071331713,1
10202583788830556,10202293549515236,1
10202132330708932,529578967167359,2
319055964953842,671836169518243,1
837885669557570,797264570318322,3
732125596877366,802914719814711,2
475926909231195,856360164377273,3
1434562796573134,940632679283622,2
811033155574791,10205661805252825,1
361246870713497,1632664016988927,1
10152885399828675,10203858055629617,1
979806815382540,893291960681419,2
428225170712435,925491894147813,2
10203623713504530,10204962912935216,4
1038186346210938,837517852966107,1
10204577365585256,239879072870338,2
782208645235902,10206239376895363,2
711676482236655,1152075521509508,5
881153735270755,188714661541391,1
10153391613367089,1178499025502880,1
10204374227394667,251871095167272,1
10202502985709877,10203812987550524,1
10203721396457984,936225963094981,2
10201779960419886,10203061046238587,1
744647542259622,874164822599753,1
851247474902532,484771381700043,2
816879301714791,681662258593904,1
728510707241486,738402106204847,1
873001279434506,462805060557446,2
938271269532356,932265620157445,5
1013699071995401,19614945368,1
751905148226580,1622249668001660,1
431387250337486,938782156138587,6
737269086324794,230167390749378,2
595678317220501,10212229413357469,2
909022715783960,334595903604760,1
4571568343560,10152828760881701,2
432759440196167,442883612553817,1
1473918362825849,727313097360517,3
851978538224475,933515206689600,1
870512132982402,918508364836090,2
1024908774187762,813460975369130,1
10204041590181596,10204043490380542,1
4529846782421,10204618718128227,6
136227930131142,833567579997821,1
10152716797993186,10205956529494094,4
10203090694604872,804200932944104,1
10204729290256507,1561024034142965,1
1649007918670138,1092505427482415,1
801310196649782,695171087247393,2
10205053079070381,10204459555065942,2
608385125951316,766000546788222,1
750374345016872,1031718936853711,1
925086560921321,1173942502624075,2
1008818309130915,406429466174481,1
372619622891319,10202172058142704,1
986803351337399,380375465482119,1
10204270734680456,1100564963341611,1
826992684018705,760106160712581,1
10204220976798488,844844482206794,1
10152393428226918,330913573736110,1
771443469558323,1555082984776099,1
10204194386093251,787027064682352,1
10202952703045824,732064530168073,2
1320621577955182,746041142139554,1
10203153599458649,10203711843461867,5
1042006979142863,1013476978669404,1
754098728012014,739073359506928,2
1178721232153511,10203258684042600,2
1576311409268779,874283875998089,3
1061257253946153,999974690018594,1
983880828317607,10211855377649986,1
1024193397637908,956504751045454,1
786286638148631,1576356555982370,1
10205791109405977,938646442827055,1
10203298281127730,1164118696945067,2
10153028647784606,10203064082035544,1
10203249865871665,10203559040647741,25
1066495876710710,931501356866646,1
10205727561378398,4343200794341,1
10200755139959464,10209611778988184,1
744406412265652,1015542228472680,1
396782167164202,864021393683714,3
1168269956560282,10200798420679541,1
10204166775801182,1242063259153661,1
383972758425924,530867310348481,2
987193257971264,906079936087964,2
662970130423009,10203695013117330,1
10202535682472526,935724189786830,2
1308392075891788,695576323919428,7
915460938542375,1386153621707674,2
412699695548499,702056216597959,1
700950469947869,1013062515404759,1
984536988238867,537963409672241,1
1540560736174045,958103347533929,1
616384161817710,1553280068218668,1
10204505243138276,712875752091564,1
893362357356534,793702320728981,4
10206128540201908,166656403779376,1
10154216513090607,10152864688409089,1
10203460564623853,949964735018462,1
568865923257737,786298491407437,3
835191413186262,768796266538467,1
10204985737030129,10203760201342982,1
768427139870244,142703479459410,10
939119159435283,10154126241344896,2
199411690411102,928687960556123,4
981838151826697,664132600364468,2
542279589228280,825823787429019,2
4392785755432,781578718521226,2
1119192288132414,475846419231072,1
787326047984337,1031389046895159,3
880591592036784,871858196186076,2
915195905181596,741682419253618,1
1094619980568159,10204193915515062,1
10152390736123850,289961957857695,1
10201671446983275,802917053108858,1
641485645953351,587131608117927,1
10202787036636032,984640074988272,3
958142077546509,728952630533474,1
1696109130606381,523685541073329,1
10152626957704255,808885389123542,1
1163176683695814,10201705423475247,3
1640934856138731,934939533222785,1
158357184513105,845064272208178,2
10206212888586410,10207056662189521,11
390139864459399,784153098262985,2
10204906020754165,1061225380607321,1
437130099822831,991684804181710,2
10202567315372955,575689442558837,1
249728972143041,1006230219410101,4
10202611259791233,10204480640477106,3
746354418809221,746987612051078,2
10205277644519061,10154956518285327,1
10202207768417203,10152467057604322,1
10203111579892785,865523836827053,1
879829148700039,10202748729104866,2
10202905495828505,994718470595105,1
10201981965464894,880979675259053,1
863680887048990,10203190859626739,1
10204026298371345,10153145262118438,3
10201998587446598,1467375480240639,1
1095727643784907,1457533961234638,1
10152959506172011,10205185347491462,1
755583514472060,612317305519618,2
795707140505100,10204828083002278,6
10204383659329425,10153183584183984,3
1345047375523618,328461314025568,10
925868427440554,968487279878414,1
1645983472300007,300685850112372,2
729403640443022,554625551320033,3
642424165876942,802459209814276,1
1533188766892633,751010158325880,1
10203497264764872,284821301859889,1
1442316139352288,1193314397358419,1
639774022816191,739843289513353,3
597135300427128,1138094426303859,1
252826801791476,881148728571646,1
10202851445078889,10200911764316768,1
10152217382729024,10203546810243433,1
