source,target,weight
880365585320953,1405703383085665,9
10202746385325324,887540777988414,5
907594492618330,712110268902601,1
324996557686102,605376059582251,2
854036624666574,1059448680808831,2
10152505105350000,780843418620935,1
1834143920137743,960190917356617,1
816029055107569,769792633067861,1
1208169735861992,10202951968280698,1
963526853730078,897521650270315,1
10152660883119839,1424113241252359,1
802473976470352,971063232944082,7
466686976821477,1048750988489526,1
165803880582362,129158574108056,1
10202787036636032,716577248412426,4
10153293709557579,746491852071799,1
1699857603575195,10201839260383627,1
1085921581472927,357967914372463,3
754714731235299,10204519579208813,1
183986075368356,1335502246505147,4
889025847778938,953916307975062,1
10201929355901584,822559124485024,1
10202198297872811,801525456545073,2
10153017504349409,965764660117983,1
10201987275349080,10204089558025019,5
1640414139527837,10204082297807960,1
10202658156627644,1462609954025781,1
812650885546133,570705306370776,1
702368366536151,646654065426011,1
655278567854018,912847825401225,3
775552812479205,10205168672193743,1
872667886107930,10203934272190888,1
856680334383329,757338797692141,1
10203686388874304,851167764913590,1
996020127077827,10203823205608053,1
4679197315289,915693615141108,5
10203520140701518,10152204457997382,1
1635306750087069,10204079521019929,1
1695180387361670,1723809831176838,4
804148839603563,689417947786877,1
697326643721382,829199670475507,2
1003434486349308,896929710337712,3
10205077026878583,10203673920468695,1
1225517614153934,1135905356420733,2
10203507722150538,10153177290794496,1
718938794819870,976047882411397,2
1128629753829105,941785985855117,9
10205142337261806,700021820082421,1
10204254323813683,986433158056346,1
802841356497958,10202722561904598,1
10206039218443203,10204858448453867,2
871955816189570,426666614144937,3
459966304190080,10202157408854115,1
1109198209114797,933319643347526,1
638069166308658,635393193285135,2
851427711549038,856064134415203,1
10201961899649037,10202849737028493,2
841545015868718,828088673875709,1
824507930925722,10204263716423507,1
1337192666313765,827238664013225,2
10203284383523760,10202003169073494,2
1672115279673957,323985511118748,3
444600135676437,991324314234478,3
1576153045737566,1393485430967498,1
934822843269501,712698792117735,3
824394550953605,158531041271378,1
785637674821528,884830144879413,4
665433586837688,10207512699205329,1
10152853757564288,10152323797023672,1
946883798712113,1202804006415769,6
4204183919331,699151303499888,14
783728238304422,839132619431554,1
793491214051541,1084124341612149,1
972195722796102,1551046505107111,2
618727834894805,1080756891940172,2
789889837741216,850120931713958,1
126178674470897,1218221888252758,2
753333414722696,375987779217975,3
499958816804829,627270087361215,1
827184280646208,1601353836744990,1
726190260849656,548509318626289,2
732323396859716,828979730455629,1
685010171563291,10204100323281814,2
717224361737649,1578847139004198,1
709694372458876,723579641043904,1
997189470306691,10204168491923249,1
944110718950645,605677446229829,3
4930016304156,4599161594525,2
10204118171020826,10152979559993054,3
736940959710899,854381727908965,2
10204592125116862,1030119007010401,1
310678642434897,371526506318821,1
999263940088147,10202568454705694,2
10204439100478143,737196909726633,4
10203332460622653,1546549162087101,1
10152288111556819,1511455335797083,1
1538576713067180,399066403579872,1
10203402615015358,978508445499724,1
955946947884932,671768882921592,6
1113841631969917,796200273795741,1
1016563511702876,10205444657667251,2
589314134501842,10205629643600823,3
10203850834336508,10206779428020871,8
450846635077324,748191228649359,2
761180993964193,952072528148447,1
951138514904147,838011189555684,3
807560632608874,10203918899190736,2
1075772515785537,723311857794553,4
915747188443446,819744034722309,3
759224267473845,10151996707911604,7
705099206212350,10203921126416206,1
890906704265089,10201617689844435,4
964276313599386,544397485704883,1
1221080224576784,511270622341524,4
789649221105197,834049006666212,1
853975578007244,10204860820346101,2
1620273144926170,10204804696990671,1
665861030182103,1127064290644510,1
1029431557083602,252783765096944,1
793036860737911,745266282205575,1
897142316963306,938914662790600,1
968806983184302,4293889481552,1
953898704625170,1459034740777546,1
552997551482933,920821347952871,3
948988475146573,1589992857955175,2
10204394903619653,1549885878616584,2
10202904054072936,1055059121172372,1
1526130427624468,10203143719006883,3
805369289484341,285840468246572,8
1120907181270945,440011026176799,3
10204983762934914,767401703311930,1
915044155201120,10204626151124060,2
915550231791876,10205575736699834,1
826588540686698,440894869444759,1
10205952592082373,10153496443348973,5
835596056463873,755545104516555,1
870371029716211,637941266297966,1
367618866956255,231756890503332,8
655917261184474,535969399890898,3
1542249199383163,1632597166968553,1
10205794664818828,10203088325035475,7
10202709643564321,971878629493945,3
785101724905882,988356617882101,4
715230701929228,764120833704707,1
904309586284481,10202481259246048,1
943610912316745,10204713427954545,1
853052324818111,1022963811181513,1
1063033073732813,1082812658427277,1
333878756761392,363297147181525,2
790329394352117,482790818538170,1
10204327792667204,10203478721836002,1
856117137743342,1183719958346645,2
926685084011614,926843974047750,1
682078675174514,388217478205700,3
183111712082250,1397954976897208,10
1398312497164732,616244851882411,9
170761883359074,1116327401795192,5
735909773143805,10202727774785226,1
1851279591758407,586758704784352,3
196192177431745,151407552002874,2
817888591586674,1031078000243045,1
941487942549101,10210589464478696,3
10152425196579193,864062396939874,6
910934752253589,1689853357928121,4
1508723649444752,764799430271182,1
644007715746582,832909640088139,1
10205333813000197,993325727350184,1
240968779636005,772124889499205,2
10153201949055550,10203647913698182,1
691945257581880,1357730134253463,2
652140078233441,10204095606164380,2
747632561963770,743985359028918,2
10202746385325324,1148927488457328,1
10154175839039497,1190871360937736,1
805369289484341,908547992529123,3
1003987339618856,855683114447640,1
1007469349268492,776158532476387,1
624901034263397,1567277213516878,1
650298885083460,458076197659906,1
10201949002245306,10205082762943027,2
744128749015313,395377717277525,14
10203040961379325,10202927994394697,1
1450237255304072,480393755456689,3
1123038874374639,692591144129834,5
390362614456525,1117694701593469,29
10203682239039434,899970893360100,1
10204620242886952,10206031426289736,4
10205065146338836,411063919062272,2
10204339733599252,10205392016223665,1
808851522458628,567994739998840,1
1018717864808665,561441564009075,1
10206174475952104,10203435864252260,1
1070974466262067,985657781464836,2
878095712229914,10203844579188310,1
1619397771671835,721019141331392,2
4462950508114,10203647827008599,1
825871484148874,687695201390678,4
351667434982212,1509048965979693,1
10202517654054842,992962370717350,2
10202667350025615,762435380462832,2
10206663091676497,808851522458628,1
108076542891148,10204616750398666,1
10202880733201894,797227517006362,1
10204074382913805,10202501594156358,2
10200987169360783,726073124139691,1
1075772515785537,1030362030321445,2
1522640971322514,1059929117368720,3
10202484560867914,957239000987350,3
1004926462884137,747444935309353,1
734833266645967,1828859590671033,1
10203806243388135,10204616750398666,1
10203111989157076,437130099822831,2
10202195266602559,960233697360631,2
835573229827734,10203054715488776,1
838217786296020,1201516809865424,1
1510996125847587,825516527494696,1
10202882482892260,856502927700847,1
10205824868273910,697794266950672,1
622649247812712,309353795902460,1
664214120280838,10204444646947019,3
623612521117815,1013414912003171,8
764799430271182,764799430271182,1
2117901141769411,248101688916874,1
1156445714372207,1423352457954941,1
131512523867443,10202978915618166,1
10202051242757458,778301888888728,2
705400786219281,4925544513204,1
718871341489997,10200882310338782,3
1508897012720254,173332809704089,1
860959807274381,960568053969607,1
10201555611845100,736635406459136,1
10204248897595172,10154997373765501,4
801089993291453,793491214051541,1
606354496160438,1566763180220435,4
1119677454761025,780604015350617,1
10205534135566381,10152349279998199,1
968287836533091,1093271214031764,4
664128493673562,1631576663798215,1
818219421581416,532511243552141,1
10203745058533278,10202831045095769,1
10152216420912903,10201847208888321,1
287507504777457,10205532869175413,2
930609956953334,717540594966633,1
863808973637887,844771328876793,1
165412347140493,781711328514252,1
554546281354918,10202543001920709,1
10204128461267302,10204856249351718,2
1448046328751221,1619559421640959,2
1223639417646481,1187336694622251,1
10202147885644754,823009731132914,1
735928969848191,781914505188197,5
397139893760499,822022557838012,3
343339062709217,1491332764227188,2
460663830746136,10200489686002290,4
1413248185662700,4894046726665,1
1495331657159954,557239051058432,3
10202158525364051,10202158525364051,1
848341478547976,758925200884586,4
10205548878555815,873961769345721,1
10153174132475784,775447255897016,6
456090657899989,1036802086376160,1
1557276824534749,628439160638320,6
1681811205366928,628060890670275,1
712607255443854,1518680985110315,1
1537622716449991,1649811385247035,1
878360708855332,849175831784193,2
10204326407465135,10204940252568446,1
317348345143068,682982838459326,1
796106410421690,10204594720126274,1
10205609259539938,10204280581832732,1
813488858663416,826515950700137,1
804646552937953,1040826689272306,3
150442101984949,459551564187975,1
953019768057522,10202460661226989,1
615847501852966,798243426933985,1
10202281699939525,10206352177031369,5
1585973921662023,10204778875044078,3
683437431719775,10152408228318832,10
747632561963770,907856189238747,1
898844070159816,1011143038972081,3
1037905799627644,847462625304465,1
635409803211220,892337117445634,1
1442150449128810,805451419604472,1
880177668677216,10204336875324027,1
589953214479486,909022715783960,1
704105982981383,4830965108174,1
10155593519200161,671948649608109,2
851355621580008,258112697878258,1
10204833306021791,955864597786402,5
813263752017919,10205526669639320,1
1648823358466041,493995980753129,1
10205727561378398,771059989604120,1
930728490297829,949305551786832,1
759262097425876,10152063866537499,2
825084317530397,1023989230981900,4
750584784980757,1554394078207424,1
10203062368112370,716646915077761,1
746655585422089,868468959854274,1
10205313264455361,10201414086392542,1
545255385594158,699151303499888,3
10153058317454137,10152382749093540,1
734294663306174,422506111231456,1
305832789624029,10205422623384983,1
820895404596696,10153050826033761,1
4938380473557,10206595170377482,2
10201295743393911,1453103324941476,1
1040502762650952,983066071743803,3
910395758975202,556075334529438,1
841661082622886,969453353069803,1
304876286345995,780843418620935,2
615597801843383,654417287940275,2
1538779666334943,431068397061499,1
904044586290132,708353265899410,1
10152808250391074,10152612879091810,1
1539188349727798,1717482371871489,1
722282854556101,820017154723116,4
1099185226793329,1311973885513633,1
1602792603379901,113494862334206,2
1396838720621003,10205563713285197,22
10204760272993208,10203682625619841,2
10204315035053356,784211021671531,1
785130311571941,10201701868548863,2
162982354067850,10154133357540455,1
10154493712715704,10201900113643942,1
625420580903607,1518829958346015,1
10201983950945570,10203892653461214,1
10201899321353523,10152865800083864,2
723830514357231,1462015394083180,1
861335040554127,922915561055596,2
226528487694198,184226868599008,1
10202471061630733,10153034181304989,2
1105324836169908,10203991005353829,3
714676328602248,312260022315921,3
10203658484647344,851874034865136,1
1025976217452008,1298647596851283,1
1453187351672994,476384849210115,1
1560627357486490,764139987012859,6
10153326907229922,10203007942413956,1
792331297456970,10204845353564104,1
914332615246629,861723613873841,3
741468722600084,998479976843765,1
1197774243676748,242401626163255,1
957328350986478,10153470817148002,4
724237800971537,864545400229082,4
10203159361078177,1503702423239073,1
10209846546660412,897494290263541,1
10205917901213920,10152878251437123,1
804806566277411,289698554751949,4
903739929645339,971752516195084,1
892710564086711,982822725061204,4
10204550797721858,835989843098192,1
816557371757376,10203378505438973,4
928655687149178,10204599018638653,1
1619970014882587,805118279545763,2
1131510556865444,922915561055596,5
10201563957010894,10203425136181379,1
929683243757033,1101565369866027,3
847066138669327,783098928398927,2
10201315819097906,10204153285986747,1
768427139870244,775400805806302,8
563008993831649,1595654940677773,1
10205430662711397,10202313809445459,1
661985847242859,10203665344745782,1
10202942939508024,10202247014282412,1
707608426010679,963878486956177,1
1679753725578932,360086187473439,2
865129046843708,794233477266037,1
801755189891029,1202847219743767,1
938918799483724,864664883602287,1
1714211705470944,10204503769503310,3
10204789481999171,10204543583023107,1
947556945269970,891124284245517,4
113494862334206,177889042572255,3
780843418620935,1037646642929996,4
1024007137630523,10202714667901930,1
1502911490018776,669753633110658,1
1619559421640959,194537227608982,6
760451454019427,878715108822858,2
784158775026141,1271062799577542,1
1037905799627644,822234444459062,3
362294990784645,184522418669455,1
621042201313070,10203763845714454,1
10204826240874292,382445618572463,1
10205337654299840,10203778618175626,6
1394457334212954,973013802732415,3
10204381440999962,10206652427855919,1
873724922661799,10202117529564123,2
862625837160751,751536078233728,1
813460975369130,1541560556097845,1
489690681374340,365845933589780,1
221367284729697,10206298282042958,1
845564722176804,1212183568807625,1
10153117060841383,754746594546575,1
655160597907963,1042348099145995,1
798795536884076,10210056118173768,3
10205230185664427,929683243757033,6
754432337965493,547783422054335,2
706456759453418,849505345104227,1
647850358603468,10201655411905051,1
1113985181952296,716710368434469,3
10201570305099517,551794411588796,3
335575103302106,839198216115972,1
898777966830526,10205852722382388,1
690987824321287,1157767474249100,1
10202725436171168,1525227257755664,4
933686003337752,1872245863042973,1
943715199000248,691550684305335,1
1075654399111301,880687348671933,1
870770732937585,774692129232099,1
764059467019803,622375477856079,1
407815669376479,10204043063228875,1
836109426453358,975487332492077,2
986994867999066,826960010671311,1
325133010979141,1353750624640823,3
501266403340391,867151813306711,1
636082979833905,885954141437535,1
760596887330710,10153026725078154,2
1349615518400278,1168289956559683,1
10203205014353789,376659919154962,1
10203647827008599,867411879936651,1
895981540442488,1239875399371358,1
1009695032414629,1710126625970798,2
10200819115160192,986455161365127,2
1692676194320906,1852241005100233,1
989633891069669,10203524515333513,1
397139893760499,767895139955801,1
553525731414923,790459447711765,1
10205889386507110,626858137429846,3
810689142297874,837003689720457,7
10205951744097972,649376435173555,4
768713893215818,645005335610920,3
228000557624963,1005230606181663,1
642534059240400,588194567986106,1
541913639264207,10203672759393578,2
10202411646452800,1066495876710710,2
733529066681953,726504120828430,1
10201120067602294,863728360320849,4
608273779353656,10203689645981734,1
268648300187231,339408919746537,1
813870841974192,1692323321026384,4
903544806356212,695279950508775,1
10152415123954674,898795820193505,3
867411879936651,10203925808130526,1
10203118652184226,662670423833961,9
10206227713627724,745266282205575,1
10203956670141971,1464022973881793,1
10205360210663420,10205135706144738,1
745517145493843,10202980208765875,1
1417012221922354,762753827091193,6
10207669760565837,1789052484658033,1
10203105192939898,753954864675452,2
845772538773531,10152391423367112,2
873253229382534,413308062187112,1
930227093669362,810784245639368,5
872837746092143,1162279330465510,5
1159544410727575,1059149067437306,4
10206423348848736,577707128997458,1
1136004139783083,1303627266321118,1
10206727957656866,1276222405738245,1
1009447849085277,10203129370770864,2
10202726163976366,10203113738677015,1
10203613425958697,810074739028546,1
762435380462832,681469831961415,4
738469142911343,583397151803081,2
724234700963266,1106435516038346,3
660564267372779,406393556193557,1
930320003667301,1038568492825924,1
834469039956430,10203255245598509,1
1509859625964359,771199939568395,1
911550992199470,1013180472040984,7
971681639529597,886511874693827,2
994831550551192,10203910168853579,3
1119192288132414,1115983281818693,1
530175723778307,859356974163083,2
10206678956403446,906830862664622,4
10204971028265261,837204479663909,1
730058917084813,856355321069409,2
600791353375443,702512743128071,1
10206809775393717,420322011497022,1
687811924659540,1345373408818238,11
711936472276453,702322466478271,4
731715476918604,987962767890591,3
1197391716955881,846678488680001,2
754245601301849,717973378277720,2
860388573971707,796076300424108,1
1035520239850636,183710065333153,4
1659172774296227,1049246795132575,1
761309370619738,529056620530154,9
10201425361954880,10205264672318538,3
726583304064226,911990002145432,3
10203867487955387,921641424514156,1
1613806888875662,967719033289004,2
10201991875302615,825466347537491,3
823734957670319,1580684378821959,4
744073832289859,1236781829686646,8
1048240518591706,662109743950056,2
993208277364902,10204043929713397,3
10203223391161423,736593683058914,2
10152689979324954,785130311571941,1
10204158311866507,1182941055051018,2
10205525244040953,300698393718053,1
10202976468446046,825635627455511,4
610478102397358,10205315161548525,1
125916124653607,585756941603667,1
1017950468257055,10202786390242221,1
850218145029704,764089836978174,1
817146888344920,860288807355537,2
930430250319580,959496707405482,2
732125596877366,10205338192078400,1
681623875278976,1600364890211311,2
831842786878872,750721655026783,1
311937639159250,574856499310044,1
545255385594158,1452448745079386,4
1745799092310694,10203017814311875,1
721938794526349,830826303607245,2
1124854777543248,893903044021446,1
10204582176128903,10202204198442565,1
10203037145041361,10203117246039748,1
10204776887640361,10204284927506598,1
548661718613267,983761961652157,4
744839878943014,783803068429834,1
347529352092720,1469509729992635,1
1035726046443639,779138888833693,2
734224759982562,784932434929047,5
1636453513294480,939905339387463,5
10204099667950456,1219350301423800,2
1623268484568060,1553184368266833,1
860728023972179,735964946461380,4
621394607948628,10202884954436589,1
10201353950210314,1289675647728372,1
1042642782455038,10202853928343355,3
831599026897434,10205556735300404,1
846293202082728,1498682647088969,1
885840128140452,1241525989209038,1
10204622788201154,959070020785119,1
171332850006401,170541443489695,1
10205288187059274,1573768049315550,4
10204036441459984,10207226335537171,2
165412347140493,1518531581743426,5
1408997559374077,297327110475903,4
10152509370539771,10206309624554021,6
927989333912776,10205285218354855,2
709406812463175,765508700196601,5
10207540208890334,1589579291266918,2
195636570886034,723907570978775,12
10205356293771273,10203720854163112,2
409874089172853,705359889582089,1
290324651327199,362066737477652,1
1426463474349604,611825648930561,1
10204541923534034,1349827481747511,1
10153793184524369,10203331297697598,1
1554948261401670,4671983093450,1
443058722512819,844849822246367,1
10203520640288032,10206004301219281,1
10200228821398743,10201722000278924,1
1710592472526870,155001618176869,1
856806737675617,1054755767888912,1
654151181359640,10204637981813634,3
128552817691312,766251056826332,1
1056813414383503,1142352472448549,1
793745260697525,974084042696865,1
818345718203266,157640098018427,2
1038115546271784,1071178032909950,2
754093394661526,995894040437441,1
10204552166515610,10209381259756052,17
10205008386797220,10152606356999791,1
10205952592082373,10152464436838215,1
1744898732499567,567948066928665,1
859263504131094,718999034821313,1
10204179208182954,10203610526090531,11
991661017527106,10206243726984923,1
893122030769912,10202998564621167,1
975138439169742,10201705227898494,1
742269955795643,643731909100945,1
187289028382901,772312299580429,1
929688450447893,415793825236684,8
10204467394444708,10204440445270097,2
809518855725214,858019667592919,1
865419140138791,807850539274885,1
10204170774371920,1506267242985426,4
230614990616251,195373380838384,7
1713857758884306,448092695539300,1
979070148782657,1000628666629900,1
10153593567540021,10206842661089707,1
724345004255049,882328001851093,1
482639718503889,1601613583501571,1
608972389256682,618194614978729,3
793084190714144,724246947629553,1
912241302151004,912241302151004,1
605621376210978,1764192317150121,1
1467950456784914,1434255003551444,1
10204081213805829,847694541951730,1
10207779394542155,10201992671640303,1
795129770568363,726886527401081,2
10204049404927854,897914833616101,1
987962767890591,972775746086710,1
10203790322677121,10204711148208007,2
818522601602002,879922445361942,4
1590534184514306,947916378592526,4
990704950964091,1457533961234638,3
767460033320383,1230430500303951,1
660442964020765,526184724213099,1
10152660351924595,1302163593133538,1
10152990520355185,10202924216279728,1
10206648500678141,819898034758872,1
862187213842845,742790435835578,2
10204312792092791,10202964654016319,4
10202587359474974,10203021144721035,2
10203391014095261,1382401981805217,2
695189670595158,1537838666434085,2
326098630918231,10204287382717605,1
861162770570011,10204612130491808,3
652597021529482,431636606976141,2
876688755718631,1020404988004135,1
10204524190178615,919083741447731,7
415793825236684,1161750110509029,2
707637465974906,705104006210563,1
373422892820298,864158096972369,1
748191228649359,607760305985142,1
1416358421723293,138602726569353,5
10201765898617710,10153330923892988,6
10204576220428919,10207387029332919,3
822976184410427,1070663122961174,1
440843976126585,919689334808359,1
10202450408688759,10203573214954078,1
845142288847664,1431387990448118,1
1054704124571779,986294044717200,3
734809856645853,10201536170724941,1
762844870495159,1698236760391452,4
437913336393179,869613919725175,5
10205445636687421,10205951744097972,1
10203528027618905,10203449122656230,2
10202917470531134,10204783426283989,1
10203955095631950,914683121892940,6
1489373017962074,10152820352675340,1
823903854332925,585062794953063,2
1061661343859782,976832199048596,1
10152718964637713,860821067273226,1
10204987095307256,10202392578797693,1
929551210439646,964276313599386,3
784149628320508,997724720258445,1
10204785408212028,230509253815290,1
691945257581880,1111986012228385,1
1517862038445271,711693642205662,1
1005980799418352,1113006835392496,2
1829974543936576,1738819713006767,1
1112385872110277,923619010986458,1
10152641820137978,10152154916947149,1
812850168765028,490939394339319,4
10205099597033652,10153243885398738,1
10202740118757038,837386789653434,2
170406553293494,10203920893621153,1
834342443364630,211336062716384,3
775996569159869,10204034459479416,2
810074739028546,910763799032085,1
962785117151673,819271958138105,3
1529998977258096,192976137758186,1
10152750336544165,126179967736755,1
794911003887825,1259170217461705,5
10152697884883999,10153175195827180,3
469646516507891,281390825386088,2
475199435960579,852608228094767,1
10152305624874135,826259814087352,1
1119377254741209,1008009769213387,2
154008091638576,1027433200605157,2
184260555377193,963990720289102,1
1694912700760794,573063269491267,1
803276753030162,306293836239128,3
1486104851715323,1058361427526306,1
1137609099591715,10204772823576365,2
310321995781920,883580185033902,1
10204468656309881,10204377497170898,1
837832012896567,1096746050343819,1
10202585128133903,1038508839508736,3
10204904324668100,952894011396103,1
10203199830012143,10202365120382218,4
1691800061049218,10204092771191167,3
10203012700666481,350131295167355,1
855081264575742,802646866462784,3
10207773216389348,10203196390782852,1
10204097536545689,837919256262574,1
744073832289859,562462590526894,1
10203302095131502,699607630076346,2
10203072596644808,10152858646914805,1
194625557594029,1231988556829904,2
547996128669417,917769664947795,1
917075284971012,10203309932177617,1
10208012680690534,10204200122216084,2
1562310817317695,246728775702834,1
10201758614765849,695314487207542,8
761760857221737,688111774599701,4
318866258301867,436050453238695,5
377475069074609,819363914795552,2
155346241553169,10204049539254577,1
800999326642917,815369211842770,1
297709417051878,802473976470352,6
10200994234374445,655917261184474,2
10207956196287587,650645948374798,1
904020732994213,922491367850241,2
640658436019414,1615244072053656,1
205493766532930,1566955736853981,3
747019692041351,636040709830743,13
10204198757991364,841664175954259,3
10202403158379346,10204214704316865,2
853097774742733,1047367778624806,1
10205230185664427,764362500260821,1
10203711843461867,10205065146338836,2
775400805806302,142703479459410,4
815561328483415,815561328483415,1
889229147836941,675938109249107,2
705897449515205,513213458833192,3
629354967132774,802792636438536,1
694455497285669,869623283088664,1
155935391407132,905559099466206,1
968852946459286,687715704660513,1
948192528631183,881544351876181,2
984843871606811,1111232885560099,1
10204577365585256,493898740785828,10
791538137570166,1132479766780030,1
10203152038521971,827554780650372,1
1106997702688799,491015334428279,2
10203094071205434,10202876843276754,1
897706196908163,10152627213264710,6
938980126160489,10204641396940764,1
10203571888012720,10206285307507454,1
791105334282092,1116845528334767,1
906066182742101,962076437137581,16
4576459746511,10205726295051408,1
10205300603024972,950396231644267,1
694718577267474,65646572251,1
1584262005174294,354935428022409,3
1105324836169908,1516032971958568,3
906225659390976,10200835213442498,1
879601038727912,1171766869584545,1
10202633211191194,920855207933070,1
10153135777481344,823795817633993,6
912918155437635,10206877835290808,9
944675025619498,990511704313840,1
800736596647724,794540677273908,3
1413977205333697,10204753410617688,2
1744098622494717,10200603985459034,3
769743449738314,1013738575345410,1
10204877320065113,159778410759062,3
10203838825346207,10202662247702674,1
245285722480076,236525253377482,20
337537509954741,1617594168531422,4
1513880102168498,711864872206924,2
446591512149605,10200937705444086,1
10204480640477106,334086600089481,3
866905573324492,727267750658059,2
611399182288428,611399182288428,3
890826800990482,2063826807175825,1
1629820590574138,10203737499454019,4
705972862823004,896187500426305,1
1157708704241413,820168944694533,1
839132619431554,1090111681002602,1
751001981627174,10200618170254320,1
10203239699567035,10205733054595802,1
1526203120970301,974628965887526,1
787305201310679,745792472179646,1
760332824038221,634636710070165,1
154021514950866,772762742774892,1
10204062616781676,4117140222534,1
929695287047834,10152707848080003,2
10205550113414675,10154622615700227,2
1424113241252359,10154118699524951,3
10203968405675268,10208632921413019,1
767322909999907,788806107829594,2
10205786725599675,877212878984997,1
10205301142186836,10205728626202788,2
10202997618325728,581937721916771,3
823106277781961,854216017933674,2
1524200251149614,1644499235768715,7
10205765072877772,10205078236819069,4
4182300693419,1401833413216649,1
10205349523525441,2153727351518069,1
10204742193982511,10202633365065777,14
10205141038066416,1376015059084709,3
1184976931513526,631261066953073,1
927627853934634,1462691644041586,16
260088107522174,10202929022200610,2
10205378973015072,1259958410740525,2
201405253524196,10205509066592889,2
10204835393428511,1303122756401961,1
860971217259684,213061125814946,2
774095925985251,890980490919632,1
830243313699499,815573765128625,3
688084071240217,424512331035512,1
943320869027147,1561803474036478,1
1394941137472008,488037114720451,2
992962370717350,881967071883257,6
10203064082035544,10153028647784606,4
362835730532486,790483721041924,2
10205404632538274,10202571359555290,4
10203211690269291,10204141022669719,1
845050038944554,616854205159602,2
668527236517179,900042733346925,1
1596355550592122,10153605213359028,4
10208287735778803,761992103859429,1
599060490201402,10201765898617710,2
305253139867184,327636830740871,1
10204483839156655,10153155482513849,1
10205228257532003,810074739028546,1
10203621396870380,10201542942015071,1
998846833512345,1179800902047177,1
10204377535713332,776123429064853,1
539302612888135,512469155576403,3
195746417471817,176052979458999,1
10203614754201267,10204856561404067,6
172460629767587,335222589978885,3
654340754677253,952664598087270,1
183961588613423,968192683257609,1
10152856709402874,802914719814711,1
580227998785085,828246770543394,2
811081768913378,10202410019771715,1
810688722362546,1034180936594179,4
1150218778375344,10206901183706275,1
1054502884628614,10154716339276904,8
867167196644320,764372990278864,3
1468457043475204,10205564749941528,2
1569197809963870,476724855813167,1
705099206212350,1071512429532929,1
685357224893759,10202126731593162,1
415621428643149,808910939243798,1
889290814428126,2130291383863414,3
10204544733761091,10202072165587806,10
1745799092310694,397899497033988,2
706335299426029,620212648089819,1
478954358873392,10200991249621430,1
655917261184474,857482624348594,2
849908555085665,1759140330767920,2
1016563511702876,803927799658378,1
1063829863642762,1048240518591706,1
10204540533904090,786823034673774,2
795996407111022,1521331448117589,8
225202264619509,368495963492130,1
10202498964794038,919689334808359,1
770180303015867,853592367984165,2
783619918322608,950397321650522,2
1566763180220435,606354496160438,4
616795221780789,930141723671810,2
1078923182141724,757554437678896,2
10201981891445317,10202549394080523,4
998084303556831,10203841147621320,1
10205724385763778,956688484344417,1
618973001516613,217449355447395,3
789469154450076,10205053116469937,1
342092906178893,189442214927966,1
10203924315736630,10205104370728601,1
660688180671220,812438338789927,3
10204559408096558,10202695253197333,2
431212333888917,156496294823569,3
1016563511702876,838130212865232,5
442539502621270,1511429412412259,4
10203875732111691,774395102612186,5
364845270523901,1514335008891400,1
818400208219663,747239138695378,2
534380213403563,583659081779017,3
10203685515043911,719391964782675,1
889126214466220,10204094923164493,2
713655642006668,10200177167027699,1
10204428737344924,1098784520148636,2
888325841256127,10202515176068353,4
1504308333215268,1186820778018668,1
10205220802426730,1167364059956548,2
784977831598653,723886814342720,4
1394168744221884,1653165331581825,1
10201755043632801,10203780078854584,1
942484595840648,1591470597802532,1
10152876404414059,10204369129175962,1
878164598867616,295222473995039,1
1082627978515775,868570966492682,3
769789449748844,401321150042226,4
10205400456112024,741685509253691,1
10152370861165998,10201413486179313,2
631178203664371,947279201965810,2
189445921443014,1092850990733442,3
982278311797012,268825890174611,1
688552024596982,1080213255325651,5
10203737499454019,10204564747746992,1
757114841006278,787244581334558,1
763573253675223,602247426578986,1
1640437266194349,1463618277295496,1
819015031490736,812845042120018,1
10204349667328684,1078973682116876,4
192813377858546,989839211053310,1
10203256629639404,783013978375394,1
10152459223606747,10204576668601023,4
862376720504482,722897131139937,1
10153026725078154,10203293095782141,1
799701450080996,1433040570279841,1
766791403399732,1211475002305096,1
783627625090181,253939621660367,2
10153569806859112,265838293766066,1
560695384032536,10200111045735628,1
120011815262411,1487934918103643,1
820625527958155,689199071187317,5
834866766544137,893214087357796,1
844787388921740,730354376987353,1
878169795549735,1055715647777044,1
705329819513995,10202980208765875,1
1034107156604992,244225182588907,1
10152514065183929,928551283840763,3
10204480285913430,10202106526784356,7
10152865800083864,938271269532356,1
10203697741737183,10203889834818620,2
722949094477311,790296237676960,2
758012140929275,10204146092108618,2
1577048659274262,1033852459975971,1
10202737642742223,929949797081148,1
10152092480112602,10152371942617409,3
10202850185809085,618430684944094,2
836119926507686,1219930791355299,4
1029003770499527,776180685772664,1
126179967736755,1595659050715130,1
10203637890288240,10152887950434177,8
10204564146494752,10152942524547521,1
717447934992108,10153141901513156,3
10204216112221868,802975509758603,1
10202920179030036,10204413890128110,2
931501356866646,1066495876710710,3
10200430810209861,10204519579208813,1
10206023389772410,10153518005139470,3
690547600991448,1567093109987330,1
1747144005531845,1177881642228194,1
1799129310343432,511293399005884,2
735826869813894,621714914579705,1
142524276157628,1834499290102749,2
10205313642224586,10153660075993696,1
1197909646908952,711645595646593,4
799533473467234,612696215528702,2
369205283255106,1169290656431019,1
1089684021058588,379421968899380,1
688822897839032,883720131664246,6
880468081965039,728774837188650,3
10201765898617710,10205359683215367,4
831479096888878,1029019240441660,1
